"Predict","AUC","BaseModel"
"PRJDB4176",0.790625,"PRJEB27928"
"ZellerG_2014",0.651871326940921,"PRJEB27928"
"YuJ_2015",0.828050314465408,"PRJEB27928"
"VogtmannE_2016",0.704881656804733,"PRJEB27928"
"ThomasAM_2018b",0.772321428571429,"PRJEB27928"
"ThomasAM_2018a",0.657327586206897,"PRJEB27928"
"FengQ_2015",0.790092658588738,"PRJEB27928"
"PRJEB27928",0.992564102564103,"PRJEB27928"
"PRJEB27928",0.816153846153846,"PRJDB4176"
"ZellerG_2014",0.721002165171667,"PRJDB4176"
"YuJ_2015",0.798993710691824,"PRJDB4176"
"VogtmannE_2016",0.69323224852071,"PRJDB4176"
"ThomasAM_2018b",0.76171875,"PRJDB4176"
"ThomasAM_2018a",0.758620689655172,"PRJDB4176"
"FengQ_2015",0.749821810406272,"PRJDB4176"
"PRJDB4176",0.9203125,"PRJDB4176"
"PRJEB27928",0.861410256410256,"ZellerG_2014"
"PRJDB4176",0.7375,"ZellerG_2014"
"YuJ_2015",0.859748427672956,"ZellerG_2014"
"VogtmannE_2016",0.673261834319527,"ZellerG_2014"
"ThomasAM_2018b",0.724330357142857,"ZellerG_2014"
"ThomasAM_2018a",0.719827586206897,"ZellerG_2014"
"FengQ_2015",0.836600142551675,"ZellerG_2014"
"ZellerG_2014",0.974172595112898,"ZellerG_2014"
"PRJEB27928",0.936666666666667,"YuJ_2015"
"PRJDB4176",0.756875,"YuJ_2015"
"ZellerG_2014",0.780235075781008,"YuJ_2015"
"VogtmannE_2016",0.750554733727811,"YuJ_2015"
"ThomasAM_2018b",0.805245535714286,"YuJ_2015"
"ThomasAM_2018a",0.688936781609195,"YuJ_2015"
"FengQ_2015",0.808980755523877,"YuJ_2015"
"YuJ_2015",0.964025157232704,"YuJ_2015"
"PRJEB27928",0.881410256410257,"VogtmannE_2016"
"PRJDB4176",0.8225,"VogtmannE_2016"
"ZellerG_2014",0.756418187442004,"VogtmannE_2016"
"YuJ_2015",0.84251572327044,"VogtmannE_2016"
"ThomasAM_2018b",0.791294642857143,"VogtmannE_2016"
"ThomasAM_2018a",0.788074712643678,"VogtmannE_2016"
"FengQ_2015",0.79312188168211,"VogtmannE_2016"
"VogtmannE_2016",0.913091715976331,"VogtmannE_2016"
"PRJEB27928",0.785384615384616,"ThomasAM_2018b"
"PRJDB4176",0.800625,"ThomasAM_2018b"
"ZellerG_2014",0.737086297556449,"ThomasAM_2018b"
"YuJ_2015",0.826037735849057,"ThomasAM_2018b"
"VogtmannE_2016",0.631471893491124,"ThomasAM_2018b"
"ThomasAM_2018a",0.71551724137931,"ThomasAM_2018b"
"FengQ_2015",0.738595866001425,"ThomasAM_2018b"
"ThomasAM_2018b",0.987723214285714,"ThomasAM_2018b"
"PRJEB27928",0.668461538461539,"ThomasAM_2018a"
"PRJDB4176",0.5875,"ThomasAM_2018a"
"ZellerG_2014",0.596195484070523,"ThomasAM_2018a"
"YuJ_2015",0.588176100628931,"ThomasAM_2018a"
"VogtmannE_2016",0.664940828402367,"ThomasAM_2018a"
"ThomasAM_2018b",0.662388392857143,"ThomasAM_2018a"
"FengQ_2015",0.698325017818959,"ThomasAM_2018a"
"ThomasAM_2018a",0.980603448275862,"ThomasAM_2018a"
"PRJEB27928",0.884358974358974,"FengQ_2015"
"PRJDB4176",0.763125,"FengQ_2015"
"ZellerG_2014",0.738323538509124,"FengQ_2015"
"YuJ_2015",0.802767295597484,"FengQ_2015"
"VogtmannE_2016",0.698779585798816,"FengQ_2015"
"ThomasAM_2018b",0.810825892857143,"FengQ_2015"
"ThomasAM_2018a",0.617097701149425,"FengQ_2015"
"FengQ_2015",0.991446899501069,"FengQ_2015"
